"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000521"|"20170727"|"#33520A"|"20170726"|"0000000001"|"RB2000X5-BN-9_12M-CO"|"LIMOBASICS-19522R_AZM_74-80-Body Manica Corta Scollo Tondo"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#33878B"|"20170726"|"0000000001"|"RB3A019836"|"SKIP HOP-232104-Zoo Bib -GUFO"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34562"|"20170726"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34561"|"20170726"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34583"|"20170726"|"0000000001"|"RB3A020976"|"BUGGYGEAR-BSUNCPLAT-STROLLER SUNVISOR UPF50 - SILVER/PLATINUM"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34574"|"20170726"|"0000000001"|"RB3A021198"|"STICKY BELLIES-338-Adesivi Sporty Boy"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34534"|"20170726"|"0000000001"|"RB3A010119"|"ELODIE DETAILS-103783-Materassino da Passeggino Colori del Vento"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34586"|"20170726"|"0000000001"|"RB3A021203"|"STICKY BELLIES-344-Calendario a Cubotti Blu"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34564"|"20170726"|"0000000002"|"RB3A021127"|"KIDSME-160350_AQ-Food Feeder Medio - Acquamarina"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34564"|"20170726"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34540"|"20170726"|"0000000002"|"RB3A020976"|"BUGGYGEAR-BSUNCPLAT-STROLLER SUNVISOR UPF50 - SILVER/PLATINUM"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34540"|"20170726"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34576"|"20170726"|"0000000001"|"RB3A021081"|"WE MIGHT BE TINY-WT-BO-004-Tovaglietta in Silicone Orso Menta"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34584"|"20170726"|"0000000001"|"RB3A019591"|"BABYDAM-babydamg-Babydam Riduttore per Vasca da Bagno Grigio e Bianco"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34587"|"20170726"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34526"|"20170725"|"0000000001"|"RB3A013435"|"ELODIE DETAILS-103615-Borsa Fasciatoio Woodland Green"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34477"|"20170725"|"0000000001"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34490"|"20170725"|"0000000001"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34490"|"20170725"|"0000000002"|"RB3A019601"|"BABY ELEPHANT EARS-1038-Baby Elephant Ears Cuscino Ergonomico Amici del Bosco"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34496"|"20170725"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34506"|"20170725"|"0000000001"|"RB3A018232"|"CHILDHOME-CWMBBBL-BORSA FASCIATOIO MAMMY BAG NERA"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34517"|"20170725"|"0000000001"|"RB3A021198"|"STICKY BELLIES-338-Adesivi Sporty Boy"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34455"|"20170725"|"0000000002"|"RB3A010615"|"KUK-FT303-03-Pantoloni Grigi 0-3 mesi"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34455"|"20170725"|"0000000001"|"RB3A018350"|"KUK-FP271-00-Pigiamino Tutina con Foglie Menta-Neonato"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34455"|"20170725"|"0000000003"|"RB3A010607"|"KUK-FC646-03-Cardigan Amici del bosco Verde 0-3 mesi"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34455"|"20170725"|"0000000004"|"RB3A010599"|"KUK-FC618-03-Cardigan Volpe Blu 0-3 mesi"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34471"|"20170725"|"0000000002"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34471"|"20170725"|"0000000001"|"RB3A021132"|"KIDSME-160499_LI-Borraccia da Spremere con Adattatore - Lime"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34483"|"20170725"|"0000000003"|"RB3A021134"|"KIDSME-9655-Accessorio per la Dentizione Ghiacciolo Moo Moo"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34483"|"20170725"|"0000000001"|"RB3A021130"|"KIDSME-9886_ S-Alberello Asciuga Biberon - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34483"|"20170725"|"0000000002"|"RB3A021129"|"KIDSME-160361_AQ-Food Feeder Plus - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34467"|"20170725"|"0000000001"|"RB3A020015"|"IGOR SHOES-S10108-090-Sandali da Spiaggia Cholo Rosa-18"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34511"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34509"|"20170725"|"0000000001"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34513"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34512"|"20170725"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34463"|"20170725"|"0000000001"|"RB3A021127"|"KIDSME-160350_AQ-Food Feeder Medio - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34462"|"20170725"|"0000000001"|"RB3A020020"|"IGOR SHOES-S10108-090-Sandali da Spiaggia Cholo Rosa-23"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34468"|"20170725"|"0000000001"|"RB3A021127"|"KIDSME-160350_AQ-Food Feeder Medio - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34497"|"20170725"|"0000000001"|"RB3A021201"|"STICKY BELLIES-362-Adesivi Hello Baby"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34497"|"20170725"|"0000000002"|"RB3A021203"|"STICKY BELLIES-344-Calendario a Cubotti Blu"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34518"|"20170725"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34524"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34493"|"20170725"|"0000000001"|"RB3A021202"|"STICKY BELLIES-343-Calendario a Cubotti Rosa"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34492"|"20170725"|"0000000001"|"RB3A020980"|"MAGIC BED-MB070-01-Mini Magic Bed Liberty"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34461"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34454"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34504"|"20170725"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34504"|"20170725"|"0000000002"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#33445A"|"20170725"|"0000000001"|"RB3A014322"|"LIMOBASICS-50769R_MAG_86-92-Giubottino Magenta 86-92"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34337A"|"20170724"|"0000000001"|"RB3A010394"|"BABYCAR-618BL-JEEP SAFARI BLU"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34406"|"20170724"|"0000000001"|"RB3A021127"|"KIDSME-160350_AQ-Food Feeder Medio - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34440"|"20170724"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34452"|"20170724"|"0000000001"|"RB3A010119"|"ELODIE DETAILS-103783-Materassino da Passeggino Colori del Vento"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34416"|"20170724"|"0000000001"|"RB3A019984"|"IGOR SHOES-S10108-003-Sandali da Spiaggia Cholo Blu Navy-23"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34415"|"20170724"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34435"|"20170724"|"0000000001"|"RB3A019987"|"IGOR SHOES-S10108-003-Sandali da Spiaggia Cholo Blu Navy-26"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34398"|"20170724"|"0000000001"|"RB3A017487"|"EFFII-5901832944676-Cuscino Allattamento Luna Cipria XXL"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34421"|"20170724"|"0000000001"|"RB3A021129"|"KIDSME-160361_AQ-Food Feeder Plus - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34443"|"20170724"|"0000000001"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34394"|"20170724"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34396"|"20170724"|"0000000001"|"RB3A015773"|"THE MAGIC DOOR STORE-Christmas Wreath-Magica Ghirlanda Natalizia"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34424"|"20170724"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000002"|"0000000000"
"0000000521"|"20170727"|"#34448"|"20170724"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34427"|"20170724"|"0000000001"|"RB3A021120"|"TOMY-LCE72378-Gioco per Bagnetto Coni Gelato"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34449"|"20170724"|"0000000001"|"RB3A019806"|"WOOLY ORGANIC-107-TRIANGOLO bagnetto - Teddy"|"0000000001"|"0000000000"
"0000000521"|"20170727"|"#34449"|"20170724"|"0000000002"|"RB3A019807"|"WOOLY ORGANIC-207-TRIANGOLO bagnetto - Bunny"|"0000000001"|"0000000000"
