"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000516"|"20170720"|"#34114"|"20170719"|"0000000002"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34114"|"20170719"|"0000000001"|"RB3A009802"|"LIMOBASICS-09509R_MAG_74-80-Culotte Magenta"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34128"|"20170719"|"0000000001"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34124"|"20170719"|"0000000001"|"RB3A021106"|"GYMNIC-80_02-Gonfiabile Cavallino Rosso"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34092"|"20170719"|"0000000001"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34105"|"20170719"|"0000000004"|"RB3A019889"|"SKIP HOP-252057-Tovaglietta Pappa in Silicone - FARFALLA"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34105"|"20170719"|"0000000002"|"RB3A019887"|"SKIP HOP-252051-Tovaglietta Pappa in Silicone - SCIMMIA"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34105"|"20170719"|"0000000001"|"RB3A019874"|"SKIP HOP-252332-Bottiglia da Viaggio con cannuccia-UNICORNO"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34105"|"20170719"|"0000000003"|"RB3A019886"|"SKIP HOP-252050-Tovaglietta Pappa in Silicone - GUFO"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34118"|"20170719"|"0000000001"|"RB3A021100"|"GYMNIC-95_06-Fit-Ball per Allenamento Bianca"|"0000000005"|"0000000000"
"0000000516"|"20170720"|"#34116"|"20170719"|"0000000002"|"RB3A020976"|"BUGGYGEAR-BSUNCPLAT-STROLLER SUNVISOR UPF50 - SILVER/PLATINUM"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34116"|"20170719"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000002"|"0000000000"
"0000000516"|"20170720"|"#34106"|"20170719"|"0000000001"|"RB3A021104"|"GYMNIC-80_06-Gonfiabile Giraffa"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34086"|"20170719"|"0000000002"|"RB3A019829"|"SKIP HOP-212124-Zoo Lunchies -UNICORNO"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34086"|"20170719"|"0000000001"|"RB3A019874"|"SKIP HOP-252332-Bottiglia da Viaggio con cannuccia-UNICORNO"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#33537A"|"20170719"|"0000000001"|"RB3A020824"|"CHARLIE BANANA-8870114-Costumino Pannolino Coni Gelato-M"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34028"|"20170718"|"0000000001"|"RB3A020004"|"IGOR SHOES-S10108-017-Sandali da Spiaggia Cholo Grigio-25"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34080"|"20170718"|"0000000001"|"RB3A019601"|"BABY ELEPHANT EARS-1038-Baby Elephant Ears Cuscino Ergonomico Amici del Bosco"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34048"|"20170718"|"0000000001"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34048"|"20170718"|"0000000002"|"RB3A021101"|"GYMNIC-99_04-Pompetta per il Gonfiaggio Manuale"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34067"|"20170718"|"0000000001"|"RB3A019850"|"SKIP HOP-245012-Play Spot GEO - GRIGIO/CREMA"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34030"|"20170718"|"0000000002"|"RB3A016537"|"KANGA CARE-KCKETRNRSMS301-Mutandina Di Transizione Atlantis M"|"0000000002"|"0000000000"
"0000000516"|"20170720"|"#34030"|"20170718"|"0000000003"|"RB3A016540"|"KANGA CARE-KCKETRNRSMS302-MutanDinda Di Transizione Boysenberry M"|"0000000002"|"0000000000"
"0000000516"|"20170720"|"#34030"|"20170718"|"0000000001"|"RB3A016543"|"KANGA CARE-KCKETRNRSMS303-Mutandina Di Transizione Caribbean M"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34069"|"20170718"|"0000000002"|"RB3A014586"|"TOBY TIGER-PJTSHEEP-Pigiama Pecorelle 1-2 anni"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34069"|"20170718"|"0000000001"|"RB3A014576"|"TOBY TIGER-PJTCLOUD-Pigiama Nuvole 1-2 anni"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34082"|"20170718"|"0000000001"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34050"|"20170718"|"0000000002"|"RB3A021097"|"GYMNIC-88_06-Gonfiabile Sens'o'Roll Arancione"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34050"|"20170718"|"0000000001"|"RB3A021101"|"GYMNIC-99_04-Pompetta per il Gonfiaggio Manuale"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34023"|"20170718"|"0000000001"|"RB3A019708"|"SUAVINEX-QS005DT01-DUCCIO STERILIZZACIUCCIO BLU"|"0000000001"|"0000000000"
"0000000516"|"20170720"|"#34079"|"20170718"|"0000000001"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000001"|"0000000000"
