"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000514"|"20170718"|"#33957"|"20170717"|"0000000001"|"RB3A021084"|"KIZINGO-PR-KZ-008-Cucchiaio bambini Azzurro"|"0000000002"|"0000000000"
"0000000514"|"20170718"|"#33965"|"20170717"|"0000000001"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33862"|"20170717"|"0000000001"|"RB3A017139"|"NOPPIES-6395701-Reggiseno Allattamento Bianco M-L"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33823"|"20170717"|"0000000001"|"RB3A021095"|"FREDS SWIM ACADEMY-10220-Ciambella Salvagente Arancione"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33990"|"20170717"|"0000000001"|"RB3A009917"|"A LITTLE LOVELY COMPANY-LTIP005-Lampada Grande Gelato Fragola"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33925"|"20170717"|"0000000001"|"RB3A020842"|"BABYCAR-198p-Mini Coupe Cabrio Rosa"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33902"|"20170717"|"0000000002"|"RB3A019439"|"EFFII-5901832942801-Effii Telo Mare e Tappeto 2 in 1 Grande con Cuori Rosa"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#33902"|"20170717"|"0000000001"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#34004"|"20170717"|"0000000001"|"RB3A020913"|"OLI AND CAROL-DSM-N-PAPERA SMALL MONOCROME ROSA ANTICO"|"0000000001"|"0000000000"
"0000000514"|"20170718"|"#34004"|"20170717"|"0000000002"|"RB3A019839"|"SKIP HOP-232121-Zoo Bib -FARFALLA"|"0000000001"|"0000000000"
