"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#23337"|"20889317"|"00000000000000222799"|"201705005004406"|"20170110"|"1"|"RB3A010117"|"ELODIE DETAILS-103759-Copripasseggino DOT"|"0000000001"|"0000068.86"
"#23337"|"20889317"|"00000000000000222799"|"201705005004406"|"20170110"|"2"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000068.86"
"#23334"|"20890317"|"00000000000000223579"|"201705005004721"|"20170110"|"1"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000060.80"
"#23333"|"20891317"|"00000000000000223219"|"201705005004370"|"20170110"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000026.86"
"#23328"|"20892317"|"00000000000000223259"|"201705005004190"|"20170110"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000013.85"
"#23327"|"20893317"|"00000000000000223209"|"201705005004323"|"20170110"|"1"|"RB3A015738"|"IIAMO-105-Biberon autoriscaldante da viaggio bianco e rosa"|"0000000001"|"0000026.86"
"#23324"|"20894317"|"00000000000000223229"|"201705005004305"|"20170110"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termine per biberon autoriscaldante"|"0000000001"|"0000034.71"
"#23324"|"20894317"|"00000000000000223229"|"201705005004305"|"20170110"|"2"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000034.71"
"#23316"|"20895317"|"00000000000000223239"|"201705005004371"|"20170110"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000026.86"
"#23312"|"20896317"|"00000000000000223159"|"201705005004065"|"20170110"|"1"|"RB3A015274"|"KAISER-6570633-Sacco passeggino rosso"|"0000000001"|"0000050.89"
"#23309"|"20897317"|"00000000000000223169"|"201705005004066"|"20170110"|"1"|"RB3A015274"|"KAISER-6570633-Sacco passeggino rosso"|"0000000001"|"0000050.89"
"#23306"|"20898317"|"00000000000000223079"|"201705005004581"|"20170110"|"1"|"RB3A013659"|"BLADEeROSE-5060257461387-Leggings Girls Number 2-3y"|"0000000001"|"0000020.39"
"#23304"|"20899317"|"00000000000000223249"|"201705005004372"|"20170110"|"1"|"RB3A015741"|"IIAMO-108-Biberon autoriscaldante da viaggio bianco e blu"|"0000000001"|"0000026.86"
"#23299"|"20900317"|"00000000000000223129"|"201705005004110"|"20170110"|"1"|"RB3A015272"|"KAISER-6570622-Sacco Passeggino Blu"|"0000000001"|"0000050.89"
"#23298"|"20901317"|"00000000000000222919"|"201705005004618"|"20170110"|"1"|"RB3A012457"|"VULLI-616324-Sophie la giraffa"|"0000000001"|"0000049.82"
"#23298"|"20901317"|"00000000000000222919"|"201705005004618"|"20170110"|"2"|"RB3A017407"|"BOON-B11013-Termometro da Bagno"|"0000000001"|"0000049.82"
"#23255"|"20902317"|"00000000000000223329"|"201705005004789"|"20170110"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23240"|"20903317"|"00000000000000223319"|"201705005004788"|"20170110"|"1"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000094.40"
"#23203"|"20904317"|"00000000000000223549"|"201705005004670"|"20170110"|"1"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000150.80"
"#23203"|"20904317"|"00000000000000223549"|"201705005004670"|"20170110"|"2"|"RB3A014985"|"AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata"|"0000000001"|"0000150.80"
"#23145"|"20905317"|"00000000000000223539"|"201705005004666"|"20170110"|"1"|"RB3A014986"|"AQUASCALE-94032080-Supporto per vaschetta digitale"|"0000000001"|"0000150.80"
