"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#32763"|"30753317"|"00000000000000334589"|"201705005269409"|"20170630"|"1"|"RB3A014892"|"ROCKETBABY-RBP16334-Scatola Portagiochi Zebra"|"0000000001"|"0000027.86"
"#32745"|"30759317"|"00000000000000334749"|"201705005269301"|"20170630"|"1"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000025.86"
"#32729"|"30764317"|"00000000000000334879"|"201705005269337"|"20170630"|"1"|"RB3A020899"|"BOON-B11139-SPRIG SCOLABIBERON"|"0000000001"|"0000029.86"
"#32715"|"30768317"|"00000000000000334409"|"201705005269389"|"20170630"|"1"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000020.86"
"#32708"|"30771317"|"00000000000000334149"|"201705005269292"|"20170630"|"1"|"RB3A020870"|"LA MILLOU PARENTS PRIDE-AW-PPE-ECR-Supporto Ergonomico per la Testa Pinguino Pepe"|"0000000001"|"0000043.72"
"#32708"|"30771317"|"00000000000000334149"|"201705005269292"|"20170630"|"2"|"RB3A020520"|"MIAMI KIDS-D0734-1_PINK-Scarpe Soft Sole Baby Bianche e Rosa-9-12 Mesi"|"0000000001"|"0000043.72"
"#32246"|"30795317"|"00000000000000336289"|"201705005269857"|"20170630"|"1"|"RB3A020874"|"LA MILLOU PARENTS PRIDE-PIG-HL-RY-Cuscino Porcellino Hello Llamas"|"0000000001"|"0000060.68"
"#32246"|"30795317"|"00000000000000336289"|"201705005269857"|"20170630"|"3"|"RB3A020899"|"BOON-B11139-SPRIG SCOLABIBERON"|"0000000001"|"0000060.68"
"#32246"|"30795317"|"00000000000000336289"|"201705005269857"|"20170630"|"2"|"RB3A018611"|"BOON-B11179-Pulp Mangiafrutta Dentaruolo Verde e Azzurro"|"0000000001"|"0000060.68"
"#31954"|"30801317"|"00000000000000336389"|"201705005269935"|"20170630"|"1"|"RB3A020858"|"LA MILLOU PARENTS PRIDE-HAT-G-DCW-Cappellino da Sole Regolabile Acchiappasogni Bianco"|"0000000001"|"0000013.82"
"#31954"|"30801317"|"00000000000000336389"|"201705005269935"|"20170630"|"2"|"RB3A019878"|"SKIP HOP-252203-Set Piatto + Ciotola - GUFO"|"0000000001"|"0000013.82"
"#31710"|"30810317"|"00000000000000335679"|"201705005269645"|"20170630"|"1"|"RB3A020875"|"LA MILLOU PARENTS PRIDE-PIG-LM-NV-Cuscino Porcellino La Mobile"|"0000000001"|"0000025.86"
"#32767"|"30814317"|"00000000000000334919"|"201705005269397"|"20170630"|"1"|"RB3A020757"|"DUUKIES BEACH SOCKS-FJ-32-33-Calze in Neoprene Jet-32-33"|"0000000001"|"0000000.00"
"#32767"|"30814317"|"00000000000000334919"|"201705005269397"|"20170630"|"2"|"RB3A020753"|"DUUKIES BEACH SOCKS-FJ-24-25-Calze in Neoprene Jet-24-25"|"0000000001"|"0000000.00"
"#32735"|"30819317"|"00000000000000334689"|"201705005269349"|"20170630"|"1"|"RB3A012347"|"CUPCAKE BABIES-VDBB05-Cappello Anti Schiuma Blu"|"0000000001"|"0000000.00"
"#32723"|"30820317"|"00000000000000335889"|"201705005269788"|"20170630"|"1"|"RB3A011308"|"KANGA CARE-KC-KRRUMPSOS-P114-Pannolino Rumparooz Invader"|"0000000001"|"0000000.00"
"#32723"|"30820317"|"00000000000000335889"|"201705005269788"|"20170630"|"3"|"RB3A020911"|"LA MILLOU PARENTS PRIDE-SBC-DCW-SY-Copertura per Cinture di Sicurezza Acchiappasogni"|"0000000001"|"0000000.00"
"#32723"|"30820317"|"00000000000000335889"|"201705005269788"|"20170630"|"2"|"RB3A020909"|"LA MILLOU PARENTS PRIDE-SBC-LM-NV-Copertura per Cinture di Sicurezza La Mobile"|"0000000001"|"0000000.00"
"#32706"|"30823317"|"00000000000000334829"|"201705005269331"|"20170630"|"2"|"RB3A020892"|"BUGLET-YL_BBLR-Bracciale Antizanzare Giallo"|"0000000002"|"0000000.00"
"#32706"|"30823317"|"00000000000000334829"|"201705005269331"|"20170630"|"1"|"RB3A020893"|"BUGLET-OR_BBLR-Bracciale Antizanzare Arancione"|"0000000001"|"0000000.00"
"#32775"|"30751317"|"00000000000000334929"|"201705005269491"|"20170630"|"1"|"RB3A020719"|"DRINK IN THE BOX-1908PKPM-Borraccia con Cannuccia Integrata 235 ml Rosa"|"0000000001"|"0000034.82"
"#32775"|"30751317"|"00000000000000334929"|"201705005269491"|"20170630"|"2"|"RB3A020896"|"BUGLET-PUR_BBLR-Bracciale Antizanzare Viola"|"0000000001"|"0000034.82"
"#32762"|"30754317"|"00000000000000334849"|"201705005269325"|"20170630"|"3"|"RB3A020897"|"BUGLET-BL_BBLR-Bracciale Antizanzare Blu"|"0000000001"|"0000051.78"
"#32762"|"30754317"|"00000000000000334849"|"201705005269325"|"20170630"|"1"|"RB3A020896"|"BUGLET-PUR_BBLR-Bracciale Antizanzare Viola"|"0000000001"|"0000051.78"
"#32762"|"30754317"|"00000000000000334849"|"201705005269325"|"20170630"|"2"|"RB3A020893"|"BUGLET-OR_BBLR-Bracciale Antizanzare Arancione"|"0000000001"|"0000051.78"
"#32688"|"30776317"|"00000000000000334769"|"201705005269306"|"20170630"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000026.86"
"#32675"|"30778317"|"00000000000000335009"|"201705005269536"|"20170630"|"1"|"RB3A017495"|"BOON-B373-Scolaposate e Scola Biberon Quadrato"|"0000000001"|"0000058.08"
"#32675"|"30778317"|"00000000000000335009"|"201705005269536"|"20170630"|"2"|"RB3A020900"|"BOON-B398-STEM FIORE PER GRASS"|"0000000001"|"0000058.08"
"#32675"|"30778317"|"00000000000000335009"|"201705005269536"|"20170630"|"3"|"RB3A020904"|"BOON-B11128-FORB LAVA BIBERON"|"0000000001"|"0000058.08"
"#32673"|"30779317"|"00000000000000334639"|"201705005269279"|"20170630"|"1"|"RB3A012429"|"TOTSEAT-TOTSBLU-Seggiolone da viaggio compact Blu"|"0000000001"|"0000045.67"
"#32642"|"30785317"|"00000000000000334239"|"201705005269275"|"20170630"|"1"|"RB3A011638"|"BIG MOUTH-BM1516-Ciambellone gonfiabile XXL Donut alla fragola"|"0000000001"|"0000032.86"
"#32605"|"30787317"|"00000000000000336249"|"201705005269833"|"20170630"|"2"|"RB3A017493"|"BOON-B10124A-Cucchiaio Dispenser Per La Pappa Arancio"|"0000000001"|"0000051.68"
"#32605"|"30787317"|"00000000000000336249"|"201705005269833"|"20170630"|"1"|"RB3A020869"|"LA MILLOU PARENTS PRIDE-AW-POB-DR-Supporto Ergonomico per la Testa Orsi Polari"|"0000000001"|"0000051.68"
"#32605"|"30787317"|"00000000000000336249"|"201705005269833"|"20170630"|"3"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000051.68"
"#32560"|"30788317"|"00000000000000336039"|"201705005269970"|"20170630"|"1"|"RB3A019708"|"SUAVINEX-QS005DT01-DUCCIO STERILIZZACIUCCIO BLU"|"0000000001"|"0000102.64"
"#32560"|"30788317"|"00000000000000336039"|"201705005269970"|"20170630"|"3"|"RBAJ201510070002"|"ELODIE DETAILS-103899-Ciuccio Oro"|"0000000001"|"0000102.64"
"#32560"|"30788317"|"00000000000000336039"|"201705005269970"|"20170630"|"4"|"RB3A009408"|"ELODIE DETAILS-103133-Cordoncino Ciuccio - Retro Revolution Light"|"0000000001"|"0000102.64"
"#32560"|"30788317"|"00000000000000336039"|"201705005269970"|"20170630"|"2"|"RB3A020876"|"LA MILLOU PARENTS PRIDE-PIG-GSF-SY-Cuscino Porcellino Graphite Sheep Family"|"0000000001"|"0000102.64"
"#32560"|"30788317"|"00000000000000336039"|"201705005269970"|"20170630"|"5"|"RB3A020897"|"BUGLET-BL_BBLR-Bracciale Antizanzare Blu"|"0000000001"|"0000102.64"
"#32146"|"30796317"|"00000000000000335559"|"201705005269605"|"20170630"|"1"|"RB3A020861"|"LA MILLOU PARENTS PRIDE-HAT-G-RS-Cappellino da Sole Regolabile Rainbow Star"|"0000000001"|"0000024.86"
"#31773"|"30808317"|"00000000000000335789"|"201705005269701"|"20170630"|"1"|"RB3A020864"|"LA MILLOU PARENTS PRIDE-HAT-G-WM-Cappellino da Sole Regolabile Balena Bianca"|"0000000001"|"0000022.17"
"#31744"|"30809317"|"00000000000000335869"|""|"20170630"|"1"|"RB3A017520"|"LILIPUTI-2006002020112-Marsupio Rainbow Line Elegance"|"0000000001"|"0000178.78"
"#31744"|"30809317"|"00000000000000335869"|""|"20170630"|"3"|"RB3A020869"|"LA MILLOU PARENTS PRIDE-AW-POB-DR-Supporto Ergonomico per la Testa Orsi Polari"|"0000000001"|"0000178.78"
"#31744"|"30809317"|"00000000000000335869"|""|"20170630"|"2"|"RB3A012319"|"MBW-MPA31140-Papera da Bagno Mommy"|"0000000001"|"0000178.78"
"#31744"|"30809317"|"00000000000000335869"|""|"20170630"|"4"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000178.78"
"#32793"|"30812317"|"00000000000000334709"|"201705005269452"|"20170630"|"1"|"RB3A011907"|"PLAY e GO-flamingo-Sacco Portagiochi Flamingo"|"0000000001"|"0000000.00"
"#32764"|"30815317"|"00000000000000334509"|"201705005269265"|"20170630"|"1"|"RB3A017493"|"BOON-B10124A-Cucchiaio Dispenser Per La Pappa Arancio"|"0000000001"|"0000000.00"
"#32698"|"30824317"|"00000000000000334459"|"201705005269347"|"20170630"|"1"|"RB3A019673"|"TOTSEAT-TOTSALF-Seggiolone da Viaggio Letterine"|"0000000001"|"0000000.00"
"#32782"|"30749317"|"00000000000000334789"|"201705005269304"|"20170630"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000025.86"
"#32778"|"30750317"|"00000000000000334679"|"201705005269342"|"20170630"|"1"|"RB3A012353"|"CUPCAKE BABIES-CCBBF01-Set Baby Bath 2 in 1 Fucsia"|"0000000001"|"0000032.76"
"#32765"|"30752317"|"00000000000000335099"|"201705005269444"|"20170630"|"1"|"RB3A019605"|"MAKE MY DAY-BB107-Bavaglia in silicone - Black Tuxedo"|"0000000001"|"0000041.72"
"#32765"|"30752317"|"00000000000000335099"|"201705005269444"|"20170630"|"2"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000041.72"
"#32761"|"30755317"|"00000000000000334129"|"201705005269296"|"20170630"|"1"|"RB3A020522"|"MIAMI KIDS-D0734-1_BLUE-Scarpe Soft Sole Baby Bianche e Navy-6-9 Mesi"|"0000000001"|"0000024.86"
"#32758"|"30756317"|"00000000000000334609"|"201705005269442"|"20170630"|"1"|"RB3A012798"|"TELLKIDDO-82-Sacco Portaoggetti Paper ABC"|"0000000001"|"0000019.86"
"#32736"|"30762317"|"00000000000000334229"|"201705005269274"|"20170630"|"1"|"RB3A011638"|"BIG MOUTH-BM1516-Ciambellone gonfiabile XXL Donut alla fragola"|"0000000001"|"0000031.86"
"#32712"|"30770317"|"00000000000000334559"|"201705005269266"|"20170630"|"1"|"RB3A015425"|"SILVERMOTHERCARE-CH2065-Chiama Angeli Ciuccio Rosa"|"0000000001"|"0000030.86"
"#32697"|"30773317"|"00000000000000334449"|""|"20170630"|"1"|"RB3A019849"|"SKIP HOP-235465-Moby Smart Vasca da Bagno - COLORE UNICO"|"0000000001"|"0000071.76"
"#32687"|"30777317"|"00000000000000334489"|"201705005269413"|"20170630"|"1"|"RB3A019515"|"DELTA BABY-36001007-Delta Baby Borsa Fasciatoio da Viaggio Beige"|"0000000001"|"0000091.46"
"#32672"|"30780317"|"00000000000000334629"|"201705005269280"|"20170630"|"1"|"RB3A012429"|"TOTSEAT-TOTSBLU-Seggiolone da viaggio compact Blu"|"0000000001"|"0000049.86"
"#32651"|"30783317"|"00000000000000334739"|"201705005269310"|"20170630"|"1"|"RB3A009884"|"A LITTLE LOVELY COMPANY-LTBX001-Box Lampada A5 per scritte"|"0000000001"|"0000031.76"
"#31320A"|"30786317"|"00000000000000335339"|"201705005269594"|"20170630"|"1"|"RB3A020858"|"LA MILLOU PARENTS PRIDE-HAT-G-DCW-Cappellino da Sole Regolabile Acchiappasogni Bianco"|"0000000001"|"0000016.96"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"10"|"RB3A019670"|"BUBBLEGUM STUFF-13591-Bubblegum Stuff Rocket Baby Bottle"|"0000000001"|"0000193.79"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"4"|"RB3A018139"|"ELODIE DETAILS-103044-CIUCCIO SWEET HONEY HARRY"|"0000000001"|"0000193.79"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"6"|"RB3A020910"|"LA MILLOU PARENTS PRIDE-SBC-URK-GR-Copertura per Cinture di Sicurezza Unicorni"|"0000000001"|"0000193.79"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"3"|"RB3A018149"|"ELODIE DETAILS-103152-CORDINO CIUCCIO SWEET HONEY HARRY"|"0000000001"|"0000193.79"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"7"|"RB3A020875"|"LA MILLOU PARENTS PRIDE-PIG-LM-NV-Cuscino Porcellino La Mobile"|"0000000001"|"0000193.79"
"#32517"|"30789317"|"00000000000000336499"|""|"20170630"|"5"|"RB3A020909"|"LA MILLOU PARENTS PRIDE-SBC-LM-NV-Copertura per Cinture di Sicurezza La Mobile"|"0000000001"|"0000193.79"
