"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#30015"|"27586317"|"00000000000000298259"|"201705005208885"|"20170522"|"1"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000019.86"
"#29998"|"27587317"|"00000000000000298229"|"201705005208883"|"20170522"|"1"|"RB3A009817"|"FCTRY-GLSTA21-Occhiali da Sole Baby Neri 0-2 anni"|"0000000001"|"0000026.86"
"#29997"|"27588317"|"00000000000000298139"|"201705005208911"|"20170522"|"1"|"RB3A014253"|"TWISTSHAKE-78005-Biberon Anticolica180ml Viola"|"0000000001"|"0000014.90"
"#29994"|"27589317"|"00000000000000297959"|"201705005209915"|"20170522"|"1"|"RB3A015202"|"INNOBABY-N-AQ-H02-Innobaby - AquaHeat - HOT Heat Pack - set of 5"|"0000000002"|"0000033.72"
"#29989"|"27590317"|"00000000000000298529"|"201705005209124"|"20170522"|"1"|"RB3A019504"|"MUNCHKIN-12080-Cuscino imbottito salva ginocchia per il bagnetto Munchkin"|"0000000001"|"0000054.72"
"#29989"|"27590317"|"00000000000000298529"|"201705005209124"|"20170522"|"2"|"RB3A019503"|"MUNCHKIN-11054-Papera Gonfiabile da Bagno Munchkin"|"0000000001"|"0000054.72"
"#29986"|"27591317"|"00000000000000298339"|"201705005208840"|"20170522"|"1"|"RB3A019975"|"BABY BANANA BRUSH-BR003-BBBT infant (handled) toothbrush"|"0000000001"|"0000019.86"
"#29985"|"27592317"|"00000000000000298049"|"201705005209888"|"20170522"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000025.86"
"#29982"|"27593317"|"00000000000000298249"|"201705005208886"|"20170522"|"1"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000019.86"
"#29962"|"27594317"|"00000000000000297989"|"201705005209935"|"20170522"|"1"|"RB3A011308"|"KANGA CARE-KC-KRRUMPSOS-P114-Pannolino Rumparooz Invader"|"0000000001"|"0000038.86"
