"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#27980A"|"26569317"|"00000000000000284959"|"201705005182626"|"20170505"|"1"|"RB3A019633"|"I PLAY-721054-642-Iplay Costumino Pannolino Contenitivo Mix'n Match Royal Viking Sea-18 Mesi"|"0000000001"|"0000014.96"
"#28882"|"26570317"|"00000000000000285179"|"201705005182389"|"20170505"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000045.72"
"#28882"|"26570317"|"00000000000000285179"|"201705005182389"|"20170505"|"2"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000045.72"
"#28876"|"26571317"|"00000000000000285169"|"201705005182427"|"20170505"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000025.86"
"#28875"|"26572317"|"00000000000000285229"|"201705005182265"|"20170505"|"1"|"RB3A018611"|"BOON-B11179-Pulp Mangiafrutta Dentaruolo Verde e Azzurro"|"0000000001"|"0000017.86"
"#28870"|"26573317"|"00000000000000285319"|"201705005182131"|"20170505"|"1"|"RB3A015254"|"4MOMS-MO0150038190 -Sdraietta Elettrica RockaRoo Multi"|"0000000001"|"0000298.46"
"#28870"|"26573317"|"00000000000000285319"|"201705005182131"|"20170505"|"2"|"RB3A017343"|"SMOKO-UNISLI-Ciabatte Unicorno Light Up"|"0000000001"|"0000298.46"
"#28859"|"26574317"|"00000000000000285699"|""|"20170505"|"1"|"RB3A009901"|"A LITTLE LOVELY COMPANY-LTCW025-Lampada Mini Nuvoletta Bianca"|"0000000001"|"0000031.13"
"#28859"|"26574317"|"00000000000000285699"|""|"20170505"|"2"|"RB3A013051"|"A LITTLE LOVELY COMPANY-LTSY032-Lampada Mini Stella Gialla"|"0000000001"|"0000031.13"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"1"|"RB3A018705"|"COQ EN PATE-L17EACCBOBPHO-Coq en Pate Cappellino Foca-M"|"0000000001"|"0000102.65"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"2"|"RB3A008981"|"TYRRELL KATZ-Posate giardino segreto"|"0000000001"|"0000102.65"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"3"|"RB3A008987"|"TYRRELL KATZ-Vassoio con scomparti giardino segreto"|"0000000001"|"0000102.65"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"4"|"RB3A009945"|"A LITTLE LOVELY COMPANY-WHHE010-Appendini da Muro: Cuori"|"0000000001"|"0000102.65"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"5"|"RB3A011265"|"JULICA-100713-Poster Luminoso Grande Orso"|"0000000001"|"0000102.65"
"#28856"|"26575317"|"00000000000000285479"|"201705005183635"|"20170505"|"6"|"RB3A009267"|"JULICA-100712-Poster della Crescita Giraffa Femminucce"|"0000000001"|"0000102.65"
"#28855"|"26576317"|"00000000000000285529"|"201705005183575"|"20170505"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termiche per biberon autoriscaldante"|"0000000002"|"0000021.70"
"#28675"|"26577317"|"00000000000000284589"|"201705005182717"|"20170505"|"1"|"RB3A018741"|"LOLLIPOPS AND MORE-2952349927624-Lollipops and More Pacifier Tootzie Roll Clip Grey Green"|"0000000001"|"0000040.82"
"#28675"|"26577317"|"00000000000000284589"|"201705005182717"|"20170505"|"2"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000040.82"
"#28562"|"26578317"|"00000000000000285659"|"201705005183711"|"20170505"|"1"|"RB3A007888"|"LIMOBASICS-09509R_BLN_62-68-Culotte bianco BLN"|"0000000001"|"0000035.31"
"#28562"|"26578317"|"00000000000000285659"|"201705005183711"|"20170505"|"2"|"RB3A009801"|"LIMOBASICS-09509R_MAG_62-68-Culotte Magenta"|"0000000001"|"0000035.31"
"#28562"|"26578317"|"00000000000000285659"|"201705005183711"|"20170505"|"3"|"RB3A013594"|"BLADEeROSE-5060257462711-Socks Daisy 0-6m"|"0000000001"|"0000035.31"
"#28540"|"26579317"|"00000000000000284829"|"201705005182877"|"20170505"|"1"|"RB3A018394"|"A LITTLE LOVELY COMPANY-LTST045-Lucine LED Colorate Nuvolette"|"0000000001"|"0000030.76"
"#28528"|"26580317"|"00000000000000285559"|"201705005183590"|"20170505"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termiche per biberon autoriscaldante"|"0000000001"|"0000034.71"
"#28528"|"26580317"|"00000000000000285559"|"201705005183590"|"20170505"|"2"|"RB3A015741"|"IIAMO-108-Biberon Go bianco e blu"|"0000000001"|"0000034.71"
"#28500"|"26581317"|"00000000000000285749"|""|"20170505"|"1"|"RB3A019669"|"BUBBLEGUM STUFF-12435-Bubblegum Stuff Gentleman Baby Bottle Champagne Flute"|"0000000001"|"0000040.82"
"#28500"|"26581317"|"00000000000000285749"|""|"20170505"|"2"|"RB3A010865"|"FCTRY-GLSTA31-Occhiali da Sole Baby Neri 3-6 anni"|"0000000001"|"0000040.82"
"#28498"|"26582317"|"00000000000000284619"|"201705005182727"|"20170505"|"1"|"RB3A009800"|"LIMOBASICS-09509R_MAG_50-56-Culotte Magenta"|"0000000001"|"0000016.86"
"#28459"|"26583317"|"00000000000000285139"|"201705005182444"|"20170505"|"1"|"RB3A019671"|"BUBBLEGUM STUFF-14052-Bubblegum Stuff Babychino Sippy Cup"|"0000000001"|"0000015.86"
"#28458"|"26584317"|"00000000000000285599"|"201705005183707"|"20170505"|"1"|"RB20005X"|"ELODIE DETAILS-103403-Bavaglino Petit Royal Pink"|"0000000001"|"0000035.32"
"#28458"|"26584317"|"00000000000000285599"|"201705005183707"|"20170505"|"2"|"RB3A019491"|"MAKE MY DAY-BB112-Bavaglia in silicone - Penguin"|"0000000001"|"0000035.32"
"#28446"|"26585317"|"00000000000000285099"|"201705005182445"|"20170505"|"1"|"RB3A019670"|"BUBBLEGUM STUFF-13591-Bubblegum Stuff Rocket Baby Bottle"|"0000000001"|"0000021.86"
"#28443"|"26586317"|"00000000000000284999"|"201705005182535"|"20170505"|"1"|"RB3A019671"|"BUBBLEGUM STUFF-14052-Bubblegum Stuff Babychino Sippy Cup"|"0000000001"|"0000044.78"
