"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000520"|"20170726"|"#34526"|"20170725"|"0000000001"|"RB3A013435"|"ELODIE DETAILS-103615-Borsa Fasciatoio Woodland Green"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34477"|"20170725"|"0000000001"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34490"|"20170725"|"0000000001"|"RB3A021197"|"STICKY BELLIES-315-Adesivi Kaleidescope Cutie Girls"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34490"|"20170725"|"0000000002"|"RB3A019601"|"BABY ELEPHANT EARS-1038-Baby Elephant Ears Cuscino Ergonomico Amici del Bosco"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34496"|"20170725"|"0000000001"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34506"|"20170725"|"0000000001"|"RB3A018232"|"CHILDHOME-CWMBBBL-BORSA FASCIATOIO MAMMY BAG NERA"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34517"|"20170725"|"0000000001"|"RB3A021198"|"STICKY BELLIES-338-Adesivi Sporty Boy"|"0000000002"|"0000000000"
"0000000520"|"20170726"|"#34455"|"20170725"|"0000000002"|"RB3A010615"|"KUK-FT303-03-Pantoloni Grigi 0-3 mesi"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34455"|"20170725"|"0000000001"|"RB3A018350"|"KUK-FP271-00-Pigiamino Tutina con Foglie Menta-Neonato"|"0000000001"|"0000000000"
"0000000520"|"20170726"|"#34455"|"20170725"|"0000000003"|"RB3A010607"|"KUK-FC646-03-Cardigan Amici del bosco Verde 0-3 mesi"|"0000000001"|"0000000000"
