"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000495"|"20170621"|"#31417A"|"20170620"|"0000000001"|"RB3A020912"|"BABYCAR-0906v-Quad Outlander Verde"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32179"|"20170620"|"0000000001"|"RB3A017429"|"EFFII-5901832942627-Copertina Double-Face Conigli Grigi e Pois Bianchi"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32168"|"20170620"|"0000000001"|"RB3A020890"|"KG DESIGN-100103-Set 2 Portagelato in Silicone Verde Turchese"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32215"|"20170620"|"0000000001"|"RB3A019990"|"IGOR SHOES-S10108-003-Sandali da Spiaggia Cholo Blu Navy-29"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32153"|"20170620"|"0000000002"|"RB3A020870"|"LA MILLOU PARENTS PRIDE-AW-PPE-ECR-Supporto Ergonomico per la Testa Pinguino Pepe"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32153"|"20170620"|"0000000001"|"RB3A020075"|"IGOR SHOES-S10107-073-Sandali da Spiaggia Tenis Fucsia-19"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32224"|"20170620"|"0000000001"|"RB3A020749"|"DUUKIES BEACH SOCKS-BGC-32-33-Calze in Neoprene Bink Green Croco-32-33"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32226"|"20170620"|"0000000001"|"RB3A020827"|"CHARLIE BANANA-8870242-Costumino Pannolino Soccer Lover-M"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32183"|"20170620"|"0000000001"|"RB3A019617"|"I PLAY-711054-215-Iplay Costumino Pannolino Contenitivo Mix'n Match  Cabana Geo-12 Mesi"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32175"|"20170620"|"0000000001"|"RB3A011908"|"KANGA CARE-KC-KRRUMPSOS-P126-Pannolino Rumparooz Dragons Fly"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32182"|"20170620"|"0000000001"|"RB3A009983"|"CHILDHOME-CCCB60MW-Cesto Contenitore Stella Menta 60x32x32"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32210"|"20170620"|"0000000001"|"RB3A020787"|"DUUKIES BEACH SOCKS-MX-32-33-Calze in Neoprene Max-32-33"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32190"|"20170620"|"0000000001"|"RB3A010383"|"BABYCAR-81400B-RANGE ROVER EVOQUE BIANCO"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32185"|"20170620"|"0000000001"|"RB3A020141"|"IGOR SHOES-S10107-094-Sandali da Spiaggia Tenis Verde Pistacchio-21"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32209"|"20170620"|"0000000001"|"RB3A019481"|"DONE BY DEER-40509-Palestrina con Animaletti a Righe"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32221"|"20170620"|"0000000001"|"RB3A020748"|"DUUKIES BEACH SOCKS-BGC-30-31-Calze in Neoprene Bink Green Croco-30-31"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32125"|"20170619"|"0000000001"|"RB3A019984"|"IGOR SHOES-S10108-003-Sandali da Spiaggia Cholo Blu Navy-23"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32112"|"20170619"|"0000000001"|"RB3A020854"|"ALECTO-AL-BC16-Repellente insetti a ultrasuoni"|"0000000002"|"0000000000"
"0000000495"|"20170621"|"#32085"|"20170619"|"0000000001"|"RB3A020879"|"KG DESIGN-3040-Tovaglietta in Silicone Nuvoletta Verde Acqua"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31907"|"20170619"|"0000000001"|"RB3A020858"|"LA MILLOU PARENTS PRIDE-HAT-G-DCW-Cappellino da Sole Regolabile Acchiappasogni Bianco"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32088"|"20170619"|"0000000001"|"RB3A016528"|"KANGA CARE-KCKRLLNZSXSM409-Set 2 Mutandine Di Transizione tokiSpace e Platinum M"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32032"|"20170619"|"0000000001"|"RB3A010041"|"CHILDHOME-CWRSP-Dondolo a forma di Vespa Rosa"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32027"|"20170619"|"0000000001"|"RB3A020141"|"IGOR SHOES-S10107-094-Sandali da Spiaggia Tenis Verde Pistacchio-21"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32053"|"20170619"|"0000000001"|"RB3A019640"|"I PLAY-721054-816-Iplay Costumino Pannolino Contenitivo Mix'n Match Grigio-36 Mesi"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31899"|"20170619"|"0000000001"|"RB3A020891"|"KG DESIGN-100104-Set 2 Portagelato in Silicone Verde Fucsia"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31986"|"20170619"|"0000000001"|"RB3A017540"|"LILIPUTI-2006004020127-Stretchy Wrap Orient"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31958"|"20170619"|"0000000001"|"RB3A020869"|"LA MILLOU PARENTS PRIDE-AW-POB-DR-Supporto Ergonomico per la Testa Orsi Polari"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32071"|"20170619"|"0000000001"|"RB3A020899"|"BOON-B11139-SPRIG SCOLABIBERON"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31912"|"20170619"|"0000000001"|"RB3A020856"|"LA MILLOU PARENTS PRIDE-HAT-G-AMOR-Cappellino da Sole Regolabile Owl Radio"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32005"|"20170619"|"0000000002"|"RB3A018222"|"CHILDHOME-CHBCKST58-CESTO CONTENITORE KIDS STUFF"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32005"|"20170619"|"0000000001"|"RB3A010842"|"CHILDHOME-CHWPF-Set Pappa con piatto riscaldato Fucsia e Bianco"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31991"|"20170619"|"0000000001"|"RB3A011908"|"KANGA CARE-KC-KRRUMPSOS-P126-Pannolino Rumparooz Dragons Fly"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32018"|"20170619"|"0000000001"|"RB3A020820"|"CHARLIE BANANA-889521-Costumino Pannolino e Mutandina Trainer 2 in 1 Lovey Dovey-M"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32003"|"20170619"|"0000000001"|"RB3A017519"|"LILIPUTI-2006002020129-Marsupio Rainbow Line Peony"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32028"|"20170619"|"0000000001"|"RB3A020052"|"IGOR SHOES-S10169-063-Sandali da Spiaggia Topolino-23"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32013"|"20170619"|"0000000001"|"RB3A017528"|"LILIPUTI-2006003010006-Marsupio Mei Tai Lavendering"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32019"|"20170619"|"0000000001"|"RB3A017795"|"A LITTLE LOVELY COMPANY-BGGH006-Backpack Ghost"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#31932"|"20170619"|"0000000001"|"RB3A020889"|"KG DESIGN-100102-Set 2 Portagelato in Silicone Verde Acqua"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32041"|"20170619"|"0000000001"|"RB3A020863"|"LA MILLOU PARENTS PRIDE-HAT-G-WBBI-Cappellino da Sole Regolabile Bambi Bianco"|"0000000001"|"0000000000"
"0000000495"|"20170621"|"#32101"|"20170619"|"0000000001"|"RB3A020848"|"BIOOUT-ECO-BU004-Spray per Ambiente Anti-zanzare e insetti 150 Ml"|"0000000001"|"0000000000"
