"StkCodiceFornitore"|"StkRagSocFornitore"|"StkAnaArtCodice"|"StkAnaArtDescrizione"|"StkQuantitaTotale"|"StkQuantitaImpegnata"|"StkQuantitaDisponibile"
"00002"|"ROCKETBABY"|"RB20006H"|"FCTRY-pcsta02-Ciuccio Cowboy"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB20006J"|"FCTRY-pcsta01-Ciuccio Gentleman"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000D8"|"MAMMA BABY OLCELLI-pochette-Pochette"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000JV-BN-M1-CO"|"LIMOBASICS-09520R_AZM_56-Body Kimono a Manica Corta"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000JY-GI-1-CO"|"LIMOBASICS-09511R 1 zen-Cuffietta Newborn"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000K6-GC-60-CO"|"LIMOBASICS-09408J_GRI_S-Copripiumino gri"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000K7-VM-M1-CO"|"LIMOBASICS-70502R_MOS_56-Baby Pack"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000X0"|"ROLLY BRUSH-00pw0140-Sapone Liquido 300 ml Sponge bob"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000X5-BN-4_8M-CO"|"LIMOBASICS-19522R_AZM_62-68-Body Manica Corta Scollo Tondo"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB2000YX--2A-"|"HOLLY e BEAU-HBMONMAC2-Impermeabile cambiacolori Mostri 2 anni"|"0000000005"|"0000000000"|"0000000005"
"00002"|"ROCKETBABY"|"RB2000ZH--M-"|"Baby Bites-STAR-ROSA-Star Chevron Rosa M"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB20012R"|"Duux-DUBP01P-Proiettore per Bambini Rosa"|"0000000016"|"0000000000"|"0000000016"
"00002"|"ROCKETBABY"|"RB20012S"|"Duux-DUBP01B-Proiettore per Bambini blu"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB20012X"|"Duux-DUAH02-Umidificatore D'aria Funghetto Rosso"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A007501"|"3SPROUTS-3SSOWH-Cesto per passeggino Balena"|"0000000003"|"0000000000"|"0000000003"
"00002"|"ROCKETBABY"|"RB3A007740"|"COQ EN PATE-L13ESACRUKMBREN-Sacca Volpe"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A007850"|"LIMOBASICS-09509R_AZM_74-80-Culotte blu navy AZM"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A007975"|"LIMOBASICS-22525R_AZM_62-68-Tutina manica corta scollo tondo blu navy AZM"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008061"|"LIMOBASICS-11450J_DEN_86-92-Abitino manica corta scollo tondo denim DEN"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008309"|"COQ EN PATE-L15ACCBOBMBPAN-Cappellino Panda S (6-18 mesi)"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008322"|"COQ EN PATE-L13EACCBOBMBGIRCappellino Giraffa M (2-3 anni)"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008327"|"COQ EN PATE-L13EACCBOBMBBALCappellino Balena S (6-18 mesi)"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008382"|"WISHBONE-WBBCS6-Coprisella Viola per Bici-triciclo"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008919"|"TYRRELL KATZ-Snack Boxes elefanti"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008939"|"TYRRELL KATZ-Ciotola elefanti"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008948"|"TYRRELL KATZ-Piatto elefanti"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008970"|"TYRRELL KATZ-Bicchiere con manici motori"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008971"|"TYRRELL KATZ-Bicchiere con manici dinosauri"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A008975"|"TYRRELL KATZ-Bicchiere con manici giardino segreto"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009013"|"TYRRELL KATZ-Zainetto Asilo Mini principesse"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009082"|"OEUF-7SPCR04-EU-Culla Sparrow Betulla"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009229"|"KUK-F520-25-Set Copripiumino Balena Blu 100x135"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009266"|"JULICA-100711-Poster della Crescita Giraffa Maschietti"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009287"|"PLAY e GO-designer_panda-Sacco Portagiochi Panda"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009289"|"PLAY e GO-designer_badminton-Sacco Portagiochi Badminton"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A009312"|"ROCKETBABY-RBP15100301-Cesto per Passeggino Camaleonte"|"0000000008"|"0000000000"|"0000000008"
"00002"|"ROCKETBABY"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000015"|"0000000000"|"0000000015"
"00002"|"ROCKETBABY"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000012"|"0000000000"|"0000000012"
"00002"|"ROCKETBABY"|"RB3A009400"|"ELODIE DETAILS-103138-Cordoncino Ciuccio - Diamante LOVE"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009408"|"ELODIE DETAILS-103133-Cordoncino Ciuccio - Retro Revolution Light"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009769"|"HOBEA-4260329474951-Vestitino Cerimonia Katharina 36-42 Mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009792"|"HOBEA-4260329475286-Babbucce Cerimonia con Fiocchetto di Raso 12-18 Mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009817"|"FCTRY-GLSTA21-Occhiali da Sole Baby Neri 0-2 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009818"|"FCTRY-GLSTA22-Occhiali da Sole Baby Bianchi 0-2 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009819"|"FCTRY-GLSTA23-Occhiali da Sole Baby Rosa 0-2 anni"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A009822"|"FCTRY-GLSTA26-Occhiali Trasparenti Baby Neri 0-2 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009823"|"FCTRY-GLSTA27-Occhiali Trasparenti Baby Bianchi 0-2 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009833"|"ELODIE DETAILS-103287-Guantini Zebra Sunshine"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A009836"|"ELODIE DETAILS-103209-Biberon 250 ml Angioletto"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009878"|"TOODEEZ-TODE04-Scatolina per Denti da Latte Cane"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009880"|"BABY BITES-TOAL-AZUL-Accappatoio Pesce Blu"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009912"|"A LITTLE LOVELY COMPANY-LTPP010-Lampada Mini Pera Rosa"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009943"|"A LITTLE LOVELY COMPANY-WSGW003-Stickers da Muro: Grow Wild"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A009995"|"CHILDHOME-CCCB29MW-Cesto Contenitore Stella Menta 32x32x29"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010041"|"CHILDHOME-CWRSP-Dondolo a forma di Vespa Rosa"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010043"|"DUUX-DUATP03-Olio Essenziale alla Citronella per Purificatore d'Aria"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010046"|"DUUX-DUATH01-Olio Essenziale alla Lavanda per Umidificatore"|"0000000003"|"0000000000"|"0000000003"
"00002"|"ROCKETBABY"|"RB3A010050"|"CHILDHOME-CHTRRL-Trolley Giallo Procione"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010086"|"CHILDHOME-CCASCOP-Cuscinetto Universale Angioletto Rosa"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010116"|"ELODIE DETAILS-103760-Copripasseggino Colori del Vento"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010125"|"ELODIE DETAILS-103343-Cappellino in Cotone Vanilla White 0-6 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010169"|"CHILDHOME-CHBBHS-Supporto per Bagnetto Argento e Bianco"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A010283"|"TECNODIDATTICA-8007239013810-Mappamondo Orion 25 cm + Dizionario Illustrato Italiano"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010295"|"ELODIE DETAILS-12918S-Biberon 125 ml Retro Revolution"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010331"|"ELODIE DETAILS-103305-Copertina Waffle Gilded Powder"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010360"|"WILD AND SOFT-WS 0027-Billy il Cervo"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010417"|"KUK-FP228-06-Pigiama Balena Rosa 3-6 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010484"|"KUK-FF138-12-Pigiama con piedini Elefante Blu 6-12 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010496"|"KUK-FF164-12-Pigiama con piedini Fiori Grigio 6-12 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010912"|"CHILDHOME-CWNLJOP2-Giubbottino Salvagente in Neoprene Rosa e Blu 3-6 Anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A010943"|"KUK-MS003-Occhiali da Sole Minisquids Blu"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011135"|"ROCKETBABY-RBP16304-Cesto Contenitore ZigZag Giallo"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011136"|"ROCKETBABY-RBP16305-Cesto Contenitore ZigZag Rosso"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011137"|"ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde"|"0000000004"|"0000000000"|"0000000004"
"00002"|"ROCKETBABY"|"RB3A011211"|"LIMOBASICS-22525R_SMO_74-80-Tutina a strisce Verde 74 80 cm"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011243"|"SUPERGA-S001FJ0 G88 19-Sneaker Bambino/a Blu Intenso 19"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011244"|"SUPERGA-S001FJ0 G88 20-Sneaker Bambino/a Blu Intenso 20"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011247"|"SUPERGA-S001FJ0 G88 23-Sneaker Bambino/a Blu Intenso 23"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011248"|"SUPERGA-S001FJ0 G88 24-Sneaker Bambino/a Blu Intenso 24"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011251"|"SUPERGA-S001FJ0 P34 20-Sneaker Bambino/a Rosso Azalea 20"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011266"|"JULICA-100714-Poster Luminoso Piccolo Lupo"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011293"|"KANGA CARE-KC-KRRUMPSOS-S032-Pannolino Rumparooz Nautical"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011304"|"KANGA CARE-KC-KRRUMPSOS-P116-Pannolino Rumparooz Bonnie"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011311"|"KANGA CARE-KC-C4025SP-Pannolino Rumparooz Quinn"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011317"|"KANGA CARE-KC-KRWETB_OS-S032-Wet Bag Portapannolini Nautical"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011342"|"SUPERGA-S001FJ0 02Y 23-Sneaker Bambino/a Azzurro Marino 23"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011618"|"BIG MOUTH-BMPFGBG-Ciambellone gonfiabile XXL Orsetto Verde"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011622"|"BIG MOUTH-BMPFBS-Ciambellone gonfiabile XXL Cigno nero"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011635"|"BIG MOUTH-BMBTBU-Telo da mare XXL Hamburger Gigante"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011637"|"BIG MOUTH-BMBTPI-Telo da mare XXL Pizza"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011638"|"BIG MOUTH-BM1516-Ciambellone gonfiabile XXL Donut alla fragola"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011822"|"SUPERGA-S001FJ0 C88-Sneaker Baby Superga Island Green 23"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011877"|"SUPERGA-S001CM0 T33-Sneaker Baby Superga Pink Paradise 20"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A011878"|"SUPERGA-S001CM0 T33-Sneaker Baby Superga Pink Paradise 21"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011879"|"SUPERGA-S001CM0 T33-Sneaker Baby Superga Pink Paradise 22"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A011908"|"KANGA CARE-KC-KRRUMPSOS-P126-Pannolino Rumparooz Dragons Fly"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012089"|"YOSI SAMRA-KSC-204-614-MISTY ROSE/MISTY ROSE-Ballerine Bambina Mettalic Pink 30"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012312"|"ZOLI-ZL-BF14WBB018-PIP 530ml Water Bottle blu"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012319"|"MBW-MPA31140-Papera da Bagno Mommy"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012322"|"MBW-MPA31198-Papera da Bagno Turchese"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A012353"|"CUPCAKE BABIES-CCBBF01-Set Baby Bath 2 in 1 Fucsia"|"0000000005"|"0000000000"|"0000000005"
"00002"|"ROCKETBABY"|"RB3A012376"|"ROCKETBABY-RBP16309-Cesto Portagiochi Sweetie il Gelato"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012390"|"ZOLI-ZL-BF14MSB001-MASH Kit ciotola con cucchiaio Blu"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A012438"|"AFFENZAHN-AFZ-FAL-001-009-Zaino Kid Zena Zebra"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012453"|"AFFENZAHN-AFZ-FAS-001-010-Zaino Baby Henni Rabbit"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012456"|"VULLI-200319-Anello Dentizione morbido"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012477"|"GUMIGEM-5060322974675-Collana Dentizione Frutti di bosco"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012551"|"ROCKETBABY-RBP16340-Cappellino SnapBack Kid Rosso"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012563"|"ELODIE DETAILS-103366-Cappellino Gilded Grey 2-3 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012570"|"LAPIN e ME-WD.G2-GREY Woodland Doll"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012602"|"ROCKETBABY-RBP16312-Lampada Stella Blu"|"0000000017"|"0000000000"|"0000000017"
"00002"|"ROCKETBABY"|"RB3A012603"|"ROCKETBABY-RBP16313-Lampada Hashtag Bianco"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012604"|"ROCKETBABY-RBP16314-Lampada Hashtag Nero"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012605"|"ROCKETBABY-RBP16315-Lampada And Bianco"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012606"|"ROCKETBABY-RBP16316-Lampada And Nero"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012611"|"ROCKETBABY-RBP16321-Lampada Albero Natale Bianco"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012612"|"ROCKETBABY-RBP16322-Lampada Freccia Nera"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012613"|"ROCKETBABY-RBP16323-Lampada Freccia Bianca"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012614"|"ROCKETBABY-RBP16324-Lampada Freccia Rossa"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012615"|"ROCKETBABY-RBP16325-Lampada Cuore Rosa"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012641"|"BOXBO-BK-05-Stivali in Gomma Kawai Rosa 21-22"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012642"|"BOXBO-BK-05-Stivali in Gomma Kawai Rosa 23-24"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012657"|"BOXBO-BW-08-Stivali in Gomma Wistiti Bianchi 24"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012784"|"HOLLY e BEAU-HBCUPMAC3-Impermeabile cambiacolori Cupcake 3-4 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012788"|"HOLLY e BEAU-HBHORSEMAC2-Impermeabile cambiacolori Cavalli 2 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012791"|"HOLLY e BEAU-HBHORSEMAC7-Impermeabile cambiacolori Cavalli 7-8 anni"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012833"|"BROTHER MAX-71329PG2-Porta snack impugnatura facile rosa e verde"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012834"|"BROTHER MAX-71251BG2-Set 2 cucchiaini termosensibili blu e verde"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012842"|"BUDDY AND BEAR-BBTW001-Piattino Mangia Gioca Ama"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012844"|"BUDDY AND BEAR-BBTW003-Piattino Coniglietto"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012847"|"BUDDY AND BEAR-BBTW010-Piattino Nuvola nero"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012850"|"BUDDY AND BEAR-BBTW027-Piattino Cena nero"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012856"|"BUDDY AND BEAR-BBTW025-Bicchierino numeri nero"|"0000000004"|"0000000000"|"0000000004"
"00002"|"ROCKETBABY"|"RB3A012950"|"HAPPY HOPPERZ-HHZ09-Gonfiabile Cavalcabile Medium Toro Blu"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A012952"|"HAPPY HOPPERZ-HHZ11-Gonfiabile Cavalcabile Medium Dino Verde"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013154"|"BAMBOOM-104-000-059-CAPPELLINO BIMBO baby hat AZZURRO E GRIGIO-TAGLIA-3-6M"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013159"|"BAMBOOM-104-027-026-CHANGING MAT COVER NEW VINTAGE 50x70cm GRIGIO E BIANCO-0"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013176"|"BAMBOOM-104-048-031-COCOON wrap blanket NEW VINTAGE BIANCO-0"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013198"|"BAMBOOM-104-037-009-HOODIE CAP SMALL VERDE-TAGLIA-Small 1-3M"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013239"|"BAMBOOM-104-036-009-JUMPSUIT PURE 3M VERDE-TAGLIA-3M"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013367"|"BAMBOOM-104-043-004-TWIN SET 1M PURE Wrap-shirtetrousers in velvet soft jersey ROSA-TAGLIA-1M"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013393"|"HOBEA-4057257002055-Stivaletti di pelo Blu 6-12 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013396"|"HOBEA-4057257002086-Stivaletti di pelo Blu 24-30 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013409"|"HOBEA-4057257002246-Stivaletti di pelo Rosa 12-18 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013416"|"HOBEA-4057257002024-Stivaletti di pelo Marroni 24-30 mesi"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013431"|"ELODIE DETAILS-103511-Sacco Passeggino Woodland Green"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013447"|"ELODIE DETAILS-103489-Cappellino DOT 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013448"|"ELODIE DETAILS-103490-Cappellino DOT 12-24m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013450"|"ELODIE DETAILS-103492-Cappellino Chestnut Leather 0-6m"|"0000000002"|"0000000000"|"0000000002"
"00002"|"ROCKETBABY"|"RB3A013452"|"ELODIE DETAILS-103494-Cappellino Chestnut Leather 12-24m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013458"|"ELODIE DETAILS-103355-Cappellino Gilded Petrol 0-6m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013472"|"BLADEeROSE-5060257461509-Hoodie Star Grey 3-6m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013496"|"BLADEeROSE-5060257464616-Bobble Hat Black Double 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013510"|"BLADEeROSE-5060257462445-Socks Blue whale 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013549"|"BLADEeROSE-5060257464456-Socks Boys Star  6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013553"|"BLADEeROSE-5060257464579-Bobble Hat Brown Double 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013557"|"BLADEeROSE-5060257461431-Bobble Hat Chunky Navy Bobbie 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013558"|"BLADEeROSE-5060257461448-Bobble Hat Chunky Navy Bobbie 1-2y"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013572"|"BLADEeROSE-5060257465767-Leggings Crazy Cat 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013645"|"BLADEeROSE-5060257461943-Leggings Fire engine 2-3y"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013657"|"BLADEeROSE-5060257461356-Leggings Girls Star 0-6m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013680"|"BLADEeROSE-5060257466948-Top Hedgehog 9-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013698"|"BLADEeROSE-5060257464494-Socks HRH  6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013774"|"BLADEeROSE-5060257466153-Leggings Pineapple 0-6m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013796"|"BLADEeROSE-5060257462063-Leggings Pink whale 0-6m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013848"|"BLADEeROSE-5060257462360-Socks Fire engine 6-12m"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013873"|"BLADEeROSE-5060257466078-Leggings Robin 1-2y"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013904"|"BLADEeROSE-5060257465583-Leggings Rudolf  3-4y"|"0000000001"|"0000000000"|"0000000001"
"00002"|"ROCKETBABY"|"RB3A013948"|"BLADEeROSE-5060257462889-Socks Strawberry 6-12m"|"0000000001"|"0000000000"|"0000000001"
